Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.Billing/billingpermissions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/billingpermissions,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/billingpermissions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/billingproperty,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/billingproperty,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/billingproperty,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/billingroleassignments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/billingroleassignments,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/billingroleassignments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/billingroledefinitions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/billingroledefinitions,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/billingroledefinitions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/departments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/departments,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/departments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/enrollmentaccounts,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/enrollmentaccounts,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/enrollmentaccounts,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/invoices,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/invoices,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/invoices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.Billing/transfers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Billing/transfers,Not a Supported Move!  - Look for more Information in the links. - Microsoft.Billing/transfers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbilling,Azure ARM Resource Move Guidance for Microsoft.Billing,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/billing#,Management Services - Microsoft.Billing - registered by default
Microsoft.BingMaps/mapapis,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.BingMaps/mapapis,Not a Supported Move!  - Look for more Information in the links. - Microsoft.BingMaps/mapapis,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbingmaps,Azure ARM Resource Move Guidance for Microsoft.BingMaps,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.BingMaps,https://github.com/MicrosoftDocs/azure-docs/blob/main/BingMaps/#pivot=main&panel=BingMapsAPI,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/BingMaps/#pivot=main&panel=BingMapsAPI,Web Services - Microsoft.BingMaps
Microsoft.BizTalkServices/biztalk,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.BizTalkServices/biztalk,Not a Supported Move!  - Look for more Information in the links. - Microsoft.BizTalkServices/biztalk,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbiztalkservices,Azure ARM Resource Move Guidance for Microsoft.BizTalkServices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.BizTalkServices,The Resource Provider  Microsoft.BizTalkServices/biztalk does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Blueprint,No Resource Provider to Services Map listing for Microsoft.Blueprint,No Resource Provider to Services Map listing for Microsoft.Blueprint
Microsoft.Blockchain/blockchainmembers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Blockchain/blockchainmembers,Not Moved - Microsoft.Billing is created at the point of Account creation and cannot be moved.  - Microsoft.Blockchain/blockchainmembers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblockchain,Azure ARM Resource Move Guidance for Microsoft.Blockchain,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Blockchain,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Blockchain - Microsoft.Blockchain
Microsoft.Blockchain/cordamembers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Blockchain/cordamembers,Not a Supported Move!  - Microsoft.Billing is created at the point of Account creation and cannot be moved.  - Microsoft.Blockchain/cordamembers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblockchain,Azure ARM Resource Move Guidance for Microsoft.Blockchain,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Blockchain,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Blockchain - Microsoft.Blockchain
Microsoft.Blockchain/watchers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Blockchain/watchers,Not a Supported Move!  - Customer can reconfigure any customizations in the new subscription.  - Microsoft.Blockchain/watchers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblockchain,Azure ARM Resource Move Guidance for Microsoft.Blockchain,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.Blockchain,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/blockchain/workbench/index.yml#,Blockchain - Microsoft.Blockchain
Microsoft.BlockchainTokens/tokenservices,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.BlockchainTokens/tokenservices,Not a Supported Move!  - Customer can reconfigure any customizations in the new subscription.  - Microsoft.BlockchainTokens/tokenservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblockchaintokens,Azure ARM Resource Move Guidance for Microsoft.BlockchainTokens,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftbilling,ARM Extension Resource Types for Microsoft.BlockchainTokens,https://azure.microsoft.com/services/blockchain-tokens/#,Resource Provider to Services Map - Microsoft.Billing,https://azure.microsoft.com/services/blockchain-tokens/#,Blockchain - Microsoft.BlockchainTokens
Microsoft.Blueprint/blueprintassignments,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Blueprint/blueprintassignments,Not a Supported Move! - Customer can reconfigure any customizations in the new subscription.  - Microsoft.Blueprint/blueprintassignments,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblueprint,Azure ARM Resource Move Guidance for Microsoft.Blueprint,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Blueprint,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/governance/blueprints/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/governance/blueprints/index.yml#,Management Services - Microsoft.Blueprint
Microsoft.Blueprint/blueprints,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Blueprint/blueprints,Not a Supported Move!  - Customer can reconfigure any customizations in the new subscription.  - Microsoft.Blueprint/blueprints,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftblueprint,Azure ARM Resource Move Guidance for Microsoft.Blueprint,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Blueprint,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/governance/blueprints/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/governance/blueprints/index.yml#,Management Services - Microsoft.Blueprint
Microsoft.BotService/botservices,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.BotService/botservices,Supported Move! - Look for more Information in the links. - Microsoft.BotService/botservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftbotservice,Azure ARM Resource Move Guidance for Microsoft.BotService,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.BotService,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/bot-service#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/bot-service#,AI and machine learning - Microsoft.BotService
Microsoft.Cache/redis,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Cache/redis,Supported Move! - Look for more Information in the links. - Microsoft.Cache/redis,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcache,Azure ARM Resource Move Guidance for Microsoft.Cache,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cache,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-cache-for-redis/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-cache-for-redis/index.yml#,Database Services - Microsoft.Cache
Microsoft.Cache/redisenterprise,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Cache/redisenterprise,Not a Supported Move! - Customer can reconfigure any customizations in the new subscription.  - Microsoft.Cache/redisenterprise,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcache,Azure ARM Resource Move Guidance for Microsoft.Cache,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cache,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-cache-for-redis/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-cache-for-redis/index.yml#,Database Services - Microsoft.Cache
Microsoft.Capacity/appliedreservations,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/appliedreservations,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/appliedreservations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/calculateexchange,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/calculateexchange,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/calculateexchange,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/calculateprice,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/calculateprice,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/calculateprice,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/calculatepurchaseprice,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/calculatepurchaseprice,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/calculatepurchaseprice,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/catalogs,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/catalogs,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/catalogs,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/commercialreservationorders,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/commercialreservationorders,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/commercialreservationorders,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Capacity,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/exchange,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/exchange,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/exchange,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Cdn,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/reservationorders,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/reservationorders,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/reservationorders,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Cdn,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/reservations,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/reservations,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/reservations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Cdn,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/resources,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/resources,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/resources,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Cdn,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Capacity/validatereservationorder,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Capacity/validatereservationorder,Not a supported move! - Customer can reconfigure any customizations in the new subscription - Capacity is configured per resource or per service Microsoft.Capacity/validatereservationorder,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcapacity,Azure ARM Resource Move Guidance for Microsoft.Capacity,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Capacity,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Cdn,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Capacity
Microsoft.Cdn/cdnwebapplicationfirewallmanagedrulesets,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Cdn/cdnwebapplicationfirewallmanagedrulesets,Not a supported move! - Customer can reconfigure any Microsoft.CDN customizations in the new subscription -  Microsoft.Cdn/cdnwebapplicationfirewallmanagedrulesets,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcdn,Azure ARM Resource Move Guidance for Microsoft.Cdn,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cdn,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Network Services - Microsoft.Cdn
Microsoft.Cdn/cdnwebapplicationfirewallpolicies,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Cdn/cdnwebapplicationfirewallpolicies,Supported Move! - Look for more Information in the links. - Microsoft.Cdn/cdnwebapplicationfirewallpolicies,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcdn,Azure ARM Resource Move Guidance for Microsoft.Cdn,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cdn,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Network Services - Microsoft.Cdn
Microsoft.Cdn/edgenodes,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Cdn/edgenodes,Not a supported move! - Customer can reconfigure any Microsoft.CDN customizations in the new subscription -  Microsoft.Cdn/edgenodes,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcdn,Azure ARM Resource Move Guidance for Microsoft.Cdn,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cdn,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Network Services - Microsoft.Cdn
Microsoft.Cdn/profiles,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Cdn/profiles,Supported Move! - Look for more Information in the links. - Microsoft.Cdn/profiles,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcdn,Azure ARM Resource Move Guidance for Microsoft.Cdn,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cdn,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Network Services - Microsoft.Cdn
Microsoft.Cdn/profiles/endpoints,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Cdn/profiles/endpoints,Supported Move! - Look for more Information in the links. - Microsoft.Cdn/profiles/endpoints,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcdn,Azure ARM Resource Move Guidance for Microsoft.Cdn,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.Cdn,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/cdn/index.yml#,Network Services - Microsoft.Cdn
Microsoft.CertificateRegistration/certificateorders,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.CertificateRegistration/certificateorders,Supported Move! - Look for more Information in the links. - Microsoft.CertificateRegistration/certificateorders,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcertificateregistration,Azure ARM Resource Move Guidance for Microsoft.CertificateRegistration,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftblueprint,ARM Extension Resource Types for Microsoft.CertificateRegistration,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/app-service/configure-ssl-app-service-certificate.md#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/app-service/configure-ssl-app-service-certificate.md#,Web Services - Microsoft.CertificateRegistration
Microsoft.ClassicCompute/capabilities,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicCompute/capabilities,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicCompute/capabilities,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
