Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.ServiceBus/premiummessagingregions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceBus/premiummessagingregions,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceBus/premiummessagingregions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicebus,Azure ARM Resource Move Guidance for Microsoft.ServiceBus,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceBus,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-bus#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-bus#,Integration Services - Microsoft.ServiceBus
Microsoft.ServiceBus/sku,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceBus/sku,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceBus/sku,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicebus,Azure ARM Resource Move Guidance for Microsoft.ServiceBus,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceBus,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-bus#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-bus#,Integration Services - Microsoft.ServiceBus
Microsoft.ServiceFabric/applications,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/applications,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/applications,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/clusters,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabric/clusters,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/clusters,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/containergroups,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/containergroups,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/containergroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/containergroupsets,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/containergroupsets,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/containergroupsets,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/edgeclusters,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/edgeclusters,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/edgeclusters,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/managedclusters,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/managedclusters,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/managedclusters,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/networks,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/networks,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/networks,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/secretstores,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/secretstores,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/secretstores,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabric/volumes,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabric/volumes,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabric/volumes,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabric,Azure ARM Resource Move Guidance for Microsoft.ServiceFabric,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabric,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/service-fabric#,Compute  - Microsoft.ServiceFabric
Microsoft.ServiceFabricMesh/applications,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabricMesh/applications,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/applications,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/applications does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.ServiceFabricMesh,No Resource Provider to Services Map listing for Microsoft.ServiceFabricMesh,No Resource Provider to Services Map listing for Microsoft.ServiceFabricMesh
Microsoft.ServiceFabricMesh/containergroups,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceFabricMesh/containergroups,Not a Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/containergroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/containergroups does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking
Microsoft.ServiceFabricMesh/gateways,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabricMesh/gateways,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/gateways,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/gateways does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking
Microsoft.ServiceFabricMesh/networks,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabricMesh/networks,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/networks,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/networks does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking,No Resource Provider to Services Map listing for Microsoft.ServiceNetworking
Microsoft.ServiceFabricMesh/secrets,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabricMesh/secrets,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/secrets,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/secrets does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Services,No Resource Provider to Services Map listing for Microsoft.Services,No Resource Provider to Services Map listing for Microsoft.Services
Microsoft.ServiceFabricMesh/volumes,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ServiceFabricMesh/volumes,Supported move! - Look for more Information in the links. - Microsoft.ServiceFabricMesh/volumes,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicefabricmesh,Azure ARM Resource Move Guidance for Microsoft.ServiceFabricMesh,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftserialconsole,ARM Extension Resource Types for Microsoft.ServiceFabricMesh,The Resource Provider  Microsoft.ServiceFabricMesh/volumes does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.SignalRService,No Resource Provider to Services Map listing for Microsoft.SignalRService,No Resource Provider to Services Map listing for Microsoft.SignalRService
Microsoft.ServiceNetworking/associations,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceNetworking/associations,Not a Supported move! - Look for more Information in the links. -  Microsoft.ServiceNetworking/associations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicenetworking,Azure ARM Resource Move Guidance for Microsoft.ServiceNetworking,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftservicelinker,ARM Extension Resource Types for Microsoft.ServiceNetworking,The Resource Provider  Microsoft.ServiceNetworking/associations does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.SoftwarePlan,No Resource Provider to Services Map listing for Microsoft.SoftwarePlan,No Resource Provider to Services Map listing for Microsoft.SoftwarePlan
Microsoft.ServiceNetworking/frontends,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceNetworking/frontends,Not a Supported move! - Look for more Information in the links. -  Microsoft.ServiceNetworking/frontends,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicenetworking,Azure ARM Resource Move Guidance for Microsoft.ServiceNetworking,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftservicelinker,ARM Extension Resource Types for Microsoft.ServiceNetworking,The Resource Provider  Microsoft.ServiceNetworking/frontends does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Solutions,No Resource Provider to Services Map listing for Microsoft.Solutions,No Resource Provider to Services Map listing for Microsoft.Solutions
Microsoft.ServiceNetworking/trafficcontrollers,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ServiceNetworking/trafficcontrollers,Not a Supported move! - Look for more Information in the links. -  Microsoft.ServiceNetworking/trafficcontrollers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservicenetworking,Azure ARM Resource Move Guidance for Microsoft.ServiceNetworking,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftservicelinker,ARM Extension Resource Types for Microsoft.ServiceNetworking,The Resource Provider  Microsoft.ServiceNetworking/trafficcontrollers does not have a Linked Page,No Resource Provider to Services Map listing for Microsoft.Solutions,No Resource Provider to Services Map listing for Microsoft.Solutions,No Resource Provider to Services Map listing for Microsoft.Solutions
Microsoft.Services/rollouts,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Services/rollouts,Not a Supported move! - Look for more Information in the links. - Microsoft.Services/rollouts,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftservices,Azure ARM Resource Move Guidance for Microsoft.Services,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftservicelinker,ARM Extension Resource Types for Microsoft.Services,The Resource Provider core does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Solutions,The Resource Provider core does not have a linked Page,Core Services - Microsoft.Services
Microsoft.SignalRService/signalr,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.SignalRService/signalr,Supported move! - Look for more Information in the links. - Microsoft.SignalRService/signalr,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsignalrservice,Azure ARM Resource Move Guidance for Microsoft.SignalRService,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftservicelinker,ARM Extension Resource Types for Microsoft.SignalRService,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-signalr/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-signalr/index.yml#,Web Services - Microsoft.SignalRService
Microsoft.SoftwarePlan/hybridusebenefits,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.SoftwarePlan/hybridusebenefits,Not a Supported move! - Look for more Information in the links. - Microsoft.SoftwarePlan/hybridusebenefits,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsoftwareplan,Azure ARM Resource Move Guidance for Microsoft.SoftwarePlan,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.SoftwarePlan,The Resource Provider License does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.Sql,The Resource Provider License does not have a linked Page,Management Services - Microsoft.SoftwarePlan
Microsoft.Solutions/applicationdefinitions,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Solutions/applicationdefinitions,Not a Supported move! - Look for more Information in the links. - Microsoft.Solutions/applicationdefinitions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsolutions,Azure ARM Resource Move Guidance for Microsoft.Solutions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Solutions,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Management Services - Microsoft.Solutions
Microsoft.Solutions/applications,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Solutions/applications,Not a Supported move! - Look for more Information in the links. - Microsoft.Solutions/applications,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsolutions,Azure ARM Resource Move Guidance for Microsoft.Solutions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Solutions,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Management Services - Microsoft.Solutions
Microsoft.Solutions/jitrequests,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Solutions/jitrequests,Not a Supported move! - Look for more Information in the links. - Microsoft.Solutions/jitrequests,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsolutions,Azure ARM Resource Move Guidance for Microsoft.Solutions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Solutions,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/azure-resource-manager/managed-applications/index.yml#,Management Services - Microsoft.Solutions
Microsoft.Sql/instancepools,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Sql/instancepools,Not a Supported move! - Look for more Information in the links. - Microsoft.Sql/instancepools,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/locations,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/locations,Supported move! - Look for more Information in the links. - Microsoft.Sql/locations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/managedinstances,0,0,1,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Sql/managedinstances,Not a Supported move! - Look for more Information in the links. - Microsoft.Sql/managedinstances,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/managedinstances/databases,0,0,1,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Sql/managedinstances/databases,Not a Supported move! - Look for more Information in the links. - Microsoft.Sql/managedinstances/databases,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers,Supported move! - Microsoft.Sql/servers,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers/databases,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers/databases,Supported move!  - Microsoft.Sql/servers/databases,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers/databases/backuplongtermretentionpolicies,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers/databases/backuplongtermretentionpolicies,Supported move! - Look for more Information in the links. - Microsoft.Sql/servers/databases/backuplongtermretentionpolicies,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers/elasticpools,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers/elasticpools,Supported move! - There are some limitation based on the number of resources included for moving - Microsoft.Sql/servers/elasticpools,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers/jobaccounts,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers/jobaccounts,Supported move! - Look for more Information in the links. - Microsoft.Sql/servers/jobaccounts,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/servers/jobagents,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Sql/servers/jobagents,Supported move! - Look for more Information in the links. - Microsoft.Sql/servers/jobagents,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
Microsoft.Sql/virtualclusters,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Sql/virtualclusters,Not a Supported move! - Look for more Information in the links. - Microsoft.Sql/virtualclusters,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftsql,Azure ARM Resource Move Guidance for Microsoft.Sql,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftsoftwareplan,ARM Extension Resource Types for Microsoft.Sql,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/azure/azure-sql/database/index#,Database Services - Microsoft.Sql
